categoria,nombre,sexo,UltimaFormacionAcademica,NodoHijo,nodo_padre,Titulo_proyecto,año
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Evaluación de las condiciones óptimas para la mineralización y degradación del azul Novactive FHBRNS en agua,2011
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Cinética de degradación y mineralización naranja reactivo 84 en aguas,2006
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Fotocatálisis con TiO2 del azul de metileno utilizando colector solar,2004
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,La conciliación virtual extrajudicial en Derecho; reflexiones frente a la ética,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,La acreditación institucional. Un paso hacia la calidad en las instituciones técnicas y tecnológicas en Colombia,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,La investigación como posibilidad de renacer,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Justice in Aristotle: a virtue for the perfection of the socio-legal nature of man and its incidence in the experimentation with animals,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,"Tipos de amistad según Aristóteles: diferencias entre la amistad por placer, por utilidad y la amistad verdadera",2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,El amigo en arístoteles como posibilidad de autoconocimiento y las diferencias con un adulador,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,"El sector público como actor relevante de la ciencia, la tecnología y la innovación en Colombia",2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Pensamiento Americano Journal 2013-2016: keywords included in UNESCO thesaurus,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Anotaciones en torno al mundo de la vida. Die Lebenswelt,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Resignificación del tejido social en la relación escuela comunidad: un enfoque investigativo complejo e interdisciplinar,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Cambio tecnológico y Capital humano: contrapeso entre evolución y depreciación,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,ANÁLISIS DE LA OBTENCIÓN DEL DERECHO AL VOTO COMO FACTOR QUE INCIDE EN CAMBIOS GENERADOS EN LOS MOVIMIENTOS DE MUJERES EN COLOMBIA,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Estrategia educativa para la mediación interdisciplinaria,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Administración del capital humano: factor de productividad empresarial en pequeñas y medianas empresas de Barranquilla,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Bioética en la experimentación con animales: una mirada desde las normas para Colombia,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Emociones en aristóteles: facultades anímicas en la formación de las opiniones y de los juicios,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Una reflexión pedagógica del Derecho (parte I): Proyección de competencias y contextos de enseñanza,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Elementos conceptuales de la mediación como punto de partida para la educación interdisciplinar,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Las emociones y las pasiones en Aristóteles: conceptualización e interpretación,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Fotocatálisis Y Electrocoagulación Para El Tratamiento De Aguas Residuales:  Investigaciones Y Aplicaciones,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,"Tratamiento De Residuos Líquidos En La Industria Textil, Interacciones Del Fecl3 Y El Tio2 Con El H2o2 Usando Luz Artificial",2012
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Promesa bioética para los profesionales de las Ciencias Animales,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Modelo Bioético Para La Experimentación Con Animales: Fundamentación Y Deliberación,2015
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Orientación Formativa parala Investigación Americana,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Las emociones en aristóteles como facultades de realidades anímicas en las personas,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,La amistad en aristoteles una virtud necesaria para la vida buena y la vida en comunidad,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Estructura Funcional de la Comisión De Bioética Nacional y las Subcomisiones de Ética para la Investigación Universitaria,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Aristóteles: biología y ética. Bases para una bioética en la experimentación con animales.,2015
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Libro,Nuevo Conocimiento,Las emociones en aristóteles como facultades de realidades anímicas en las personas,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Uso de dos fotosensibilizadores para el tratamiento de aguas residuales coloreadas: un análisis desde el modelo factorial,2010
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Recuperación de dióxido de titanio empleado en procesos avanzados de oxidación,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Degradación de las aguas residuales con pesticida mertect en la industria bananera empleando fotocatálisis con dióxido de titanio y lámpara de luz ultravioleta,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Fotodegradación del pesticida mertect empleando fotofenton con lámpara de luz ultravioleta,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Evaluación de la degradación del colorante Tartrazina empleando fotocatálisis homogénea con hierrro (III) y lámpara de luz ultravioleta,2008
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Fotodegradación del pesticida Mertect con lámpara de luz ultravioleta,2008
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Cinética de degradación y mineralización del colorante rojo amaranto,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Fotodegradación del pesticida mertect empleando hierro (III) y lámpar ultravioleta,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Degradación de aguas residuales de la industri textil por medio de fotocatálisis,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La fotodegradación sensibilizada como alternativa para el tratamiento de aguas residuales,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Cinética de degradación y mineralización del colorante Azul de Metileno en aguas mediante fotocatálisis con luz solar,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Fotocatálisis de aguas residuales con Naranja Reactivo 84 utilizando colector solar,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Tratamiento de las aguas residuales de una industria textil utilizando colector solar,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Fotodegradación sensibilizada con TiO2 del colorante Rojo Aranto en aguas,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Comparación de los tratamiento con TiO2 y FeCl3 para aguas residuales coloreadas textiles usando lámpara de luz ultravioleta,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Fotodegradación del pesticida Mertect empleando fotofenton con lámpara de luz ultravioleta,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Degradación de las aguas residuales de la industria bananera empleando fotocatálisis con dióxido de titanio y lámpara de luz ultravioleta,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Electrocoagulación, un acierto en el tratamiento de aguas residuales",2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Diseño y construcción de una celda prototipo de electrocoagulación para el tratamiento de aguas,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Tratamiento de aguas residuales de la industria láctea por electrocoagulación,2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Integración, Productividad y Responsabilidad Ambiental. Empleo de Tecnologías Avanzadas de Oxidación para la degradación del pesticida Mertect",2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Uso bioético de los animales en la experimentación científica: una reflexión ética para el cuidado de lo otro,2015
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La contaminación ambiental como fundamento investigativo y de responsabilidad social,2014
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Educación y Subjetividad: un compromiso formativo para nuestro tiempo,2014
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Gestión Agropecuaria y Desarrollo Regional Sustentable: un campo, un horizonte.",2014
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La investigación en el sector público: una mirada desde la academia,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Hacia un efectivo control fiscal ambiental como contribución a la sostenibilidad del país,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Bases para la resignificación de los Mecanismos Alternativos de Solución de Conflictos,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Normativa colombiana en calidad e inocuidad alimentaria frente a la normativa aplicable en el sector alimentario en la Unión Europea,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La determinación de plaguicidas como requisito para el consumo y la exportación de frutas,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La alimentación: proceso de vigilancia entre establecimientos y consumidores,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Agua potable y su relación con la seguridad alimentaria, la nutrición y la salud: un caso de innovación social",2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Parámetros clave para desarrollar el plan de trazabilidad en el control de las variables de calidad durante el beneficio de cafes especiales,2017
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La neuroteología y la educación de la certeza,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Aspectos teóricos de la Justicia Transicional: una mirada crítica para su aplicación en México,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La observación del entorno y la vigilancia tecnológica: elementos clave para la competitividad empresarial,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Una mirada comparada del Estado de Cosas Inconstitucional en Colombia (ECI) vis à vis el Mandato Estructural en USA (The Structural Injunction),2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Sobre una didáctica no lineal, una que posibilite Hacer de Sí una Obra de Arte",2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La justicia: relación entre derecho y moral,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Lógica y argumentación jurídica: un acercamiento,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La estética érformativa en la obra de la píldora pública y el sujeto social,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La intimidad un camino por explorar en la somaestética y el campo sociopolítico actual,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Hospitalidad como profesionalidad pedagógica en las narrativas entorno a la cultura escolar de maestros,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La intimidad en la esfera pública: la constitución del sujeto político en el marco de una estética performativa desde una concepción neopragmática,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Reflexiones frente a la conciliación en controversias ambientales para proteger el medio ambiente,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La incidencia de la gestión ambiental en la gestión comunitaria,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La estética performativa en la construcción de la esfera pública y el sujeto político,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Aspectos ecológicos, éticos y educativos que influyen en la relación del individuo consigo mismo, con el otro y con lo otro, en diferentes contextos de la vida cotidiana",2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Import and export of strawberries in a global market,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Transformación global: una mirada desde la ingeniería de sistemas e ingeniería industrial hacia la sostenibilidad,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Principales tendencias investigativas en seguridad de redes informáticas a partir del estudio bibliométrico de la literatura desde 1973 al 2019,1973
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Analysis of the world market of purple passion fruit,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La intimidad en la esfera pública: la constitución del sujeto político en el marco de una estética performativa desde una concepción neopragmática,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Barreras de acceso a los servicios de salud en Colombia. Negación real al goce efectivo del derecho fundamental a la salud,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Análisis crítico de la ley de cuidados paliativos. Aspectos legales de la Ley 1733 de 2014 y normativa reglamentaria por el Ministerio de Salud,2014
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Re􀀼exiones de la teoría general de la organización hacia las perspectivas y los estudios organizacionales,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Empresas de Base Tecnológica como organizaciones generadoras de valor,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La intervención organizacional para el fortalecimiento de la innovación educativa: estudio de caso en la Corporación Universitaria Americana,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Reflexiones de la teoría general de la organización hacia las perspectivas y los estudios organizacionales,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"La dignidad, la igualdad y el Estado de derecho constitucional",2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Caracterizaciones subsidiarias al concepto de persona en el derecho colombiano,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,De los principios de corrección y razonabilidad. Una estructura argumentativa de la justicia,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Un acercamiento a la figura del amicus curiae en el contexto de la justicia dialógica,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Redes interinstitucionales e innovación social para las ciudades inteligentes,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,The company and the worker in a context of need and subsistence: the case of small brickmakers in Oaxaca - México,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Perspectiva del mercado mundial del cuero,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Trends in Research Around the Sustainable Development Objectives: A Bibliometric Analysis,2021
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,"Análisis de la cadena de valor de la panela en el desarrollo local del Departamento de Antioquia, Colombia",2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Los estudios de caso como práctica pedagógica para formación en competencias empresariales,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Diseño de la estrategia de gestión de la información y el conocimiento para la dirección de participación ciudadana y transparencia de la Alcaldía de Panamá,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,O ENSINO DA MATEMÁTICA NO PRIMEIRO ANO DO ENSINO BÁSICO NO SISTEMA EDUCATIVO ADVENTISTA: UMA ANÁLISE PARA A SUA CONCEPTUALIZAÇÃO,2022
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,Emprendimiento rural para la reducción de la pobreza en Antioquia,2022
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,La Razón Y La Emoción Como Una Dinámica Relacional Aplicable Al Contexto Escolar,2023
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,El reconocimiento del otro en mi vida a partir del pensamiento de Emmanuel Levinas,2022
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Capítulos de libro,Nuevo Conocimiento,EL RECONOCIMIENTO DEL OTRO EN MI VIDA A PARTIR DEL PENSAMIENTO DE EMMANUEL LEVINAS,2022
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Textos en publicaciones no científicas,Divulgación Pública de la Ciencia,Análisis comparativo para la construcción de un estatuto de bioética en la experimentación con animales a partir de las normas actuales,2015
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Textos en publicaciones no científicas,Divulgación Pública de la Ciencia,Elementos para la discusión de un estatuto integral de bioética para la experimentación con animales,2015
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Textos en publicaciones no científicas,Divulgación Pública de la Ciencia,La prudencia: la recta deliberación en el profesional que experimenta con animales,2013
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Textos en publicaciones no científicas,Divulgación Pública de la Ciencia,Un acercamiento histórico y reflexivo a la Teoría Organizacional: un campo de batalla entre escuelas y pensamientos,2020
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Otra producción bibliográfica,Divulgación Pública de la Ciencia,"Producción + Limpia Vol 1, No.1",2006
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Otra producción bibliográfica,Divulgación Pública de la Ciencia,"Producción + Limpia Vol. 1, No. 2",2006
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Otra producción bibliográfica,Divulgación Pública de la Ciencia,"Producción + Limpia Vol. 2, No. 1",2007
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Documento de trabajo,Divulgación Pública de la Ciencia,La prudencia: la recta deliberación en el profesional que experimenta con animales-Boletín Etices,2013
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Documento de trabajo,Divulgación Pública de la Ciencia,Caracterìsticas biomecànicas de la tècnica en estilo crol de nataciòn en personas con amputaciòn unilateral de miembro inferioro inferior,2011
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Otros productos tecnológicos,Desarrollo Tecnológico e Innovación,Fotocatálisis con TiO2 de los colorantes azul de metileno y naranja reactivo 84 utilizando colector solar,2003
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Innovación de proceso o procedimiento,Desarrollo Tecnológico e Innovación,Fotocatálisis con TiO2 de los colorantes azul de metileno y naranja reactivo 84 utilizando colector solar,2003
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Innovación de proceso o procedimiento,Desarrollo Tecnológico e Innovación,Fotodegradación con luz solar,2002
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Innovación de proceso o procedimiento,Desarrollo Tecnológico e Innovación,Fotocatálisis con lámpara de luz ultravioleta,2004
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2012,2013
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2008,2008
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2009,2010
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2010,2010
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2015,2016
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2013,2013
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Memoria Investigativa 2011,2012
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Seguimiento de un Sistema de Lodos Activados para el Tratamiento de Aguas Residuales,2006
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Recuperación de Dióxido de Titanio Empleado en Procesos Avanzados de Oxidación,2008
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Extensión y responsabilidad social CTI,Formación del Recurso Humano,Revista Producción Mas Limpia,2006
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Extensión y responsabilidad social CTI,Formación del Recurso Humano,Evaluación de la combinación de electrocoagulación-fotodegradación sensibilizada como tratamiento de aguas coloreadas,2009
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Construccción de un sistema de humedales para el tratamiento de aguas residuales,2009
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotodegradación del Pesticida Mertec Empleando Hierro y Lámpara UV,2010
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Gestion de conocimiento perspectiva multidisciplinaria,2018
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Tendencias investigativas alrededor de la producción científica en Ingeniería e Innovación,2019
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Evaluación tecnico-económica del uso de electrocoagulación en aguas residuales de la industria láctea,2009
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Cuantificación del grado de acidez del agua lluvia en la zona urbana del municipio de Caldas,2005
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Tratamiento de aguas residuales en la industria bananera por medio de fotocatálisis utilizando lámpara de luz ultravioleta,2005
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotodegradación sensibilizada con TiO2 y Fe3+ del colorante rojo drimaresn en aguas,2004
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotocatálisis con dióxido de titanio del colorante rojo amaranto utilizando colector solar,2004
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotocatálisis con TiO2 del colorante rojo 40 en aguas uilizando colector solar,2004
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotocatálisis con TiO2 de los colorantes azul de metileno y naranja reactivo 84 utilizando colector solar,2002
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotocatálisis de aguas residuales de la industria textil utilizando colector solar,2002
Investigador Senior,Luis Fernando Garcés Giraldo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Fotodegradación sensibilizada del colorante rojo recoltive utilizando colector solar y lámpara de luz ultravioleta,2004
