id_link_grouplab,tipo,nodo_padre,nombre_grupo_investigacion,sigla_grupo_investigacion,titulo,titulo_original,titulo_normalizado,autor_1,autor_2,autor_3,autor_4,autor_5,issn,isbn,revista,ano
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Guía de estrategias hacia una pedagogía comprensiva y restauradora UNAC,Guía de estrategias hacia una pedagogía comprensiva y restauradora UNAC,guia de estrategias hacia una pedagogia comprensiva y restauradora unac,HELMER BENIGNO QUINTERO NUNEZ,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Games and Teachings in my World,Games and Teachings in my World,games and teachings in my world,HELMER BENIGNO QUINTERO NUNEZ,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,17 arreglos progresivos y composiciones sacras para piano,17 arreglos progresivos y composiciones sacras para piano,17 arreglos progresivos y composiciones sacras para piano,HELMER BENIGNO QUINTERO NUNEZ,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,En el nuevo milenio. Historia de la Corporación Universitaria Adventista 2001 a 2017. Volumen II. 2010 a,En el nuevo milenio. Historia de la Corporación Universitaria Adventista 2001 a 2017. Volumen II. 2010 a,en el nuevo milenio historia de la corporacion universitaria adventista 2001 a 2017 volumen ii 2010 a,HELMER BENIGNO QUINTERO NUNEZ,,,,,,,,2001
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Revista Internacional de Estudios en Educación-Vol. 18-No. 2-Julio,Revista Internacional de Estudios en Educación-Vol. 18-No. 2-Julio,revista internacional de estudios en educacion-vol 18-no 2-julio,ENOC IGLESIAS ORTEGA,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,UNACIENCIA. Revista de Estudios e Investigaciones-Año 9-No. 17,UNACIENCIA. Revista de Estudios e Investigaciones-Año 9-No. 17,unaciencia revista de estudios e investigaciones-ano 9-no 17,ENOC IGLESIAS ORTEGA,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Revista Internacional de Estudios en Educación-Vol. 16-No. 2-Julio,Revista Internacional de Estudios en Educación-Vol. 16-No. 2-Julio,revista internacional de estudios en educacion-vol 16-no 2-julio,ENOC IGLESIAS ORTEGA,,,,,,,,2016
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Neuroeducación. Trazos derivados de investigaciones iniciales,Neuroeducación. Trazos derivados de investigaciones iniciales,neuroeducacion trazos derivados de investigaciones iniciales,SONIA LUCIA VARGAS AMEZQUITA,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,UNACIENCIA. Revista de Estudios e Investigaciones-Año 8-No. 16,UNACIENCIA. Revista de Estudios e Investigaciones-Año 8-No. 16,unaciencia revista de estudios e investigaciones-ano 8-no 16,ENOC IGLESIAS ORTEGA,,,,,,,,2018
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Revista Internacional de Estudios en Educación-Vol. 17-No. 2-Julio,Revista Internacional de Estudios en Educación-Vol. 17-No. 2-Julio,revista internacional de estudios en educacion-vol 17-no 2-julio,ENOC IGLESIAS ORTEGA,,,,,,,,2017
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Revista Internacional de Estudios en Educación-Vol. 17-No. 1-Enero,Revista Internacional de Estudios en Educación-Vol. 17-No. 1-Enero,revista internacional de estudios en educacion-vol 17-no 1-enero,ENOC IGLESIAS ORTEGA,,,,,,,,2017
1,Documento de trabajo,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Revista Internacional de Estudios en Educación-Vol. 16-No. 1-Julio,Revista Internacional de Estudios en Educación-Vol. 16-No. 1-Julio,revista internacional de estudios en educacion-vol 16-no 1-julio,ENOC IGLESIAS ORTEGA,,,,,,,,2016
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,RELME 34,RELME 34,relme 34,,,,,,,,,2021
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,4to Congreso Internacional de Investigación,4to Congreso Internacional de Investigación,4to congreso internacional de investigacion,,,,,,,,,2021
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"4º Congreso de Investigación de la División Interamericana Investigación, Desarrollo e Innovación: Repensando la misión de la Educación Adventista","4º Congreso de Investigación de la División Interamericana Investigación, Desarrollo e Innovación: Repensando la misión de la Educación Adventista",4º congreso de investigacion de la division interamericana investigacion desarrollo e innovacion repensando la mision de la educacion adventista,,,,,,,,,2021
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"4to Congreso Internacional de la División Interamericana, Desarrollo e Innovación: Repensando la misión de la Educación Adventista","4to Congreso Internacional de la División Interamericana, Desarrollo e Innovación: Repensando la misión de la Educación Adventista",4to congreso internacional de la division interamericana desarrollo e innovacion repensando la mision de la educacion adventista,,,,,,,,,2021
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"4º Congreso de Investigación de la División Interamericana Investigación, Desarrollo e Innovación","4º Congreso de Investigación de la División Interamericana Investigación, Desarrollo e Innovación",4º congreso de investigacion de la division interamericana investigacion desarrollo e innovacion,,,,,,,,,2021
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"XI Simposio de Matemática y Educación Matemática, X Congreso Internacional de Matemática asistida por Computador, I Simposio de Competiciones Matemáticas (MEM2021)","XI Simposio de Matemática y Educación Matemática, X Congreso Internacional de Matemática asistida por Computador, I Simposio de Competiciones Matemáticas (MEM2021)",xi simposio de matematica y educacion matematica x congreso internacional de matematica asistida por computador i simposio de competiciones matematicas (mem2021),,,,,,,,,2021
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,CONGRESO ENCUENTRO LATINOAMERICANO DE EDUCACIÓN,CONGRESO ENCUENTRO LATINOAMERICANO DE EDUCACIÓN,congreso encuentro latinoamericano de educacion,,,,,,,,,2020
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Jornada Científica de Estudiantes,Jornada Científica de Estudiantes,jornada cientifica de estudiantes,,,,,,,,,2020
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,JORNADA CIENTIFICA DE ESTUDIANTE,JORNADA CIENTIFICA DE ESTUDIANTE,jornada cientifica de estudiante,,,,,,,,,2020
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Congreso Virtual Retos 4.0: La revolución del conocimiento,Congreso Virtual Retos 4.0: La revolución del conocimiento,congreso virtual retos 40 la revolucion del conocimiento,,,,,,,,,2020
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,EVENTO DE APRENDIZAJE REGIONAL DE AMÉRICA LATINA,EVENTO DE APRENDIZAJE REGIONAL DE AMÉRICA LATINA,evento de aprendizaje regional de america latina,,,,,,,,,2020
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Congreso Nacional de Maestros de la Unión Colombiana del Norte,Congreso Nacional de Maestros de la Unión Colombiana del Norte,congreso nacional de maestros de la union colombiana del norte,,,,,,,,,2020
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Feria de Semilleros y Jornadas de Investigación de UNIMINUTO, Seccional Antioquia - Chocó","Feria de Semilleros y Jornadas de Investigación de UNIMINUTO, Seccional Antioquia - Chocó",feria de semilleros y jornadas de investigacion de uniminuto seccional antioquia - choco,,,,,,,,,2019
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Foro Internacional de Educación Religiosa Escolar,Foro Internacional de Educación Religiosa Escolar,foro internacional de educacion religiosa escolar,,,,,,,,,2019
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,I CUMBRE DE FACULTADES DE EDUCACIÓN,I CUMBRE DE FACULTADES DE EDUCACIÓN,i cumbre de facultades de educacion,,,,,,,,,2019
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,VII Encuentro de Investigación Musical,VII Encuentro de Investigación Musical,vii encuentro de investigacion musical,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,II Congreso Internacional sobre el Aprendizaje y la Enseñanza de las Matemáticas mediadas por TIC,II Congreso Internacional sobre el Aprendizaje y la Enseñanza de las Matemáticas mediadas por TIC,ii congreso internacional sobre el aprendizaje y la ensenanza de las matematicas mediadas por tic,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,CONGRESO INTERNACIONAL I WILL GO TOO KIDS,CONGRESO INTERNACIONAL I WILL GO TOO KIDS,congreso internacional i will go too kids,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,V Encuentro Red de Licenciaturas en Matemáticas y Afines,V Encuentro Red de Licenciaturas en Matemáticas y Afines,v encuentro red de licenciaturas en matematicas y afines,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Cuarto Encuentro Nacional de Escuelas de Musica,Cuarto Encuentro Nacional de Escuelas de Musica,cuarto encuentro nacional de escuelas de musica,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Simposio de Investigación en Pedagogía, Infancia y Desarrollo Infantil: Neuroeducación en la Infancia","Simposio de Investigación en Pedagogía, Infancia y Desarrollo Infantil: Neuroeducación en la Infancia",simposio de investigacion en pedagogia infancia y desarrollo infantil neuroeducacion en la infancia,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Simposio de Investigación en Pedagogía , Infancia y Desarrollo Infantil: Neuroeducación en la Infancia","Simposio de Investigación en Pedagogía , Infancia y Desarrollo Infantil: Neuroeducación en la Infancia",simposio de investigacion en pedagogia  infancia y desarrollo infantil neuroeducacion en la infancia,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,SIMPOSIO EN NEUROEDUCACIÓN INFANTIL,SIMPOSIO EN NEUROEDUCACIÓN INFANTIL,simposio en neuroeducacion infantil,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,II Congreso Internacional de Educación Infantil,II Congreso Internacional de Educación Infantil,ii congreso internacional de educacion infantil,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,XVII Encuentro Departamental de Semilleros de Investigación de la RedCOLSI,XVII Encuentro Departamental de Semilleros de Investigación de la RedCOLSI,xvii encuentro departamental de semilleros de investigacion de la redcolsi,,,,,,,,,2018
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Seminario - Taller Planificación de Proyectos de Desarrollo Comunitario,Seminario - Taller Planificación de Proyectos de Desarrollo Comunitario,seminario - taller planificacion de proyectos de desarrollo comunitario,,,,,,,,,2017
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Primer simposio nacional sobre practicas pedagogicas,Primer simposio nacional sobre practicas pedagogicas,primer simposio nacional sobre practicas pedagogicas,,,,,,,,,2017
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"XVIII Encuentro de Educación Infantil ""Maestro y Padres, una Alianza para la Formación de Nuevas Generaciones","XVIII Encuentro de Educación Infantil ""Maestro y Padres, una Alianza para la Formación de Nuevas Generaciones","xviii encuentro de educacion infantil ""maestro y padres una alianza para la formacion de nuevas generaciones",,,,,,,,,2017
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Primer Simposio de Innovaciones Didácticas,Primer Simposio de Innovaciones Didácticas,primer simposio de innovaciones didacticas,,,,,,,,,2017
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"18a Cátedra Abierta en Primera Infancia ""Agentes Educativos Afectivos, una Reflexión a la Educación Emocional","18a Cátedra Abierta en Primera Infancia ""Agentes Educativos Afectivos, una Reflexión a la Educación Emocional","18a catedra abierta en primera infancia ""agentes educativos afectivos una reflexion a la educacion emocional",,,,,,,,,2017
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Coloquio sobre experiencias significativas en bilinguismo,Coloquio sobre experiencias significativas en bilinguismo,coloquio sobre experiencias significativas en bilinguismo,,,,,,,,,2016
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,2 Congreso de Investigación universitaria de la Division Interamericana,2 Congreso de Investigación universitaria de la Division Interamericana,2 congreso de investigacion universitaria de la division interamericana,,,,,,,,,2016
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Aproximación a las Posiciones de Algunas Instituciones de Educación Superior Confesionales ante el Posconflicto,Aproximación a las Posiciones de Algunas Instituciones de Educación Superior Confesionales ante el Posconflicto,aproximacion a las posiciones de algunas instituciones de educacion superior confesionales ante el posconflicto,,,,,,,,,2016
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tercer Simposio Internacional de Evaluación de los Aprendizajes,Tercer Simposio Internacional de Evaluación de los Aprendizajes,tercer simposio internacional de evaluacion de los aprendizajes,,,,,,,,,2015
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Simposio Internacional Pedagogía Cultura y Sociedad,Simposio Internacional Pedagogía Cultura y Sociedad,simposio internacional pedagogia cultura y sociedad,,,,,,,,,2015
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,La Música como Potenciador del Desarrollo de la Atención en el Niño,La Música como Potenciador del Desarrollo de la Atención en el Niño,la musica como potenciador del desarrollo de la atencion en el nino,,,,,,,,,2014
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,6° Festival Buen Comienzo,6° Festival Buen Comienzo,6° festival buen comienzo,,,,,,,,,2014
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,I Jornada de Investigación Facultad de Educación,I Jornada de Investigación Facultad de Educación,i jornada de investigacion facultad de educacion,,,,,,,,,2014
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Inclusión educativa y social de las personas con discapacidad,Inclusión educativa y social de las personas con discapacidad,inclusion educativa y social de las personas con discapacidad,,,,,,,,,2014
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"SEGUNDA JORNADA DE INVESTIGACIÓN 2014 "" GRUPOS DE INVESTIGACIÓN","SEGUNDA JORNADA DE INVESTIGACIÓN 2014 "" GRUPOS DE INVESTIGACIÓN","segunda jornada de investigacion 2014 "" grupos de investigacion",,,,,,,,,2014
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Segunda Jornada de Investigación 2013 FAcultad de Educación,Segunda Jornada de Investigación 2013 FAcultad de Educación,segunda jornada de investigacion 2013 facultad de educacion,,,,,,,,,2013
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Congreso de Investigación y Pedagogía III Nacional II Internacional,Congreso de Investigación y Pedagogía III Nacional II Internacional,congreso de investigacion y pedagogia iii nacional ii internacional,,,,,,,,,2013
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Congreso de Investigación y Pedagogía III Nacional y II Internacional,Congreso de Investigación y Pedagogía III Nacional y II Internacional,congreso de investigacion y pedagogia iii nacional y ii internacional,,,,,,,,,2013
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,III jornada de Grupos de Investigación,III jornada de Grupos de Investigación,iii jornada de grupos de investigacion,,,,,,,,,2013
1,Evento científico,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,TERCER SIMPOSIO EN PEDAGOGÍA E INFANCIA,TERCER SIMPOSIO EN PEDAGOGÍA E INFANCIA,tercer simposio en pedagogia e infancia,,,,,,,,,2013
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,I Festival Coral Interdenominacional de Música Sacra,I Festival Coral Interdenominacional de Música Sacra,i festival coral interdenominacional de musica sacra,,,,,,,,,2023
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,No tengas temor. Celebración día de la madre. Ministerio de Defensa Nacional Policia Nacional del Valle de Aburrá,No tengas temor. Celebración día de la madre. Ministerio de Defensa Nacional Policia Nacional del Valle de Aburrá,no tengas temor celebracion dia de la madre ministerio de defensa nacional policia nacional del valle de aburra,,,,,,,,,2021
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"IV encuentro Nacional de Escuelas de música - Creación, desarrollo, y proyección de Bandas Sinfónicas Infantiles","IV encuentro Nacional de Escuelas de música - Creación, desarrollo, y proyección de Bandas Sinfónicas Infantiles",iv encuentro nacional de escuelas de musica - creacion desarrollo y proyeccion de bandas sinfonicas infantiles,,,,,,,,,2018
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,NOVENA JORNADA LÚDICO PEDAGÓGICA CON ENFASIS RECREATIVO,NOVENA JORNADA LÚDICO PEDAGÓGICA CON ENFASIS RECREATIVO,novena jornada ludico pedagogica con enfasis recreativo,,,,,,,,,2018
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tour a la ciudad de Bucaramanga Santander en colegios e iglesias adventistas.,Tour a la ciudad de Bucaramanga Santander en colegios e iglesias adventistas.,tour a la ciudad de bucaramanga santander en colegios e iglesias adventistas,,,,,,,,,2017
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Concierto Didáctico en Colegio San Carlos.,Concierto Didáctico en Colegio San Carlos.,concierto didactico en colegio san carlos,,,,,,,,,2017
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Concierto para las Fiestas de la Industria, el Comercio y la Cultura del Municipio de Itagüí.","Concierto para las Fiestas de la Industria, el Comercio y la Cultura del Municipio de Itagüí.",concierto para las fiestas de la industria el comercio y la cultura del municipio de itagui,,,,,,,,,2017
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,JORNADA LÚDICO PEDAGÓGICA CON ENFASIS TEATRAL,JORNADA LÚDICO PEDAGÓGICA CON ENFASIS TEATRAL,jornada ludico pedagogica con enfasis teatral,,,,,,,,,2017
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Concierto Didáctico para Icolven.,Concierto Didáctico para Icolven.,concierto didactico para icolven,,,,,,,,,2017
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Ópera Ester. Festival de Música Religiosa de Marinilla.,Ópera Ester. Festival de Música Religiosa de Marinilla.,opera ester festival de musica religiosa de marinilla,,,,,,,,,2017
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tour a la ciudad de Turbo Antioquia en las iglesias adventistas por el coro de cámara,Tour a la ciudad de Turbo Antioquia en las iglesias adventistas por el coro de cámara,tour a la ciudad de turbo antioquia en las iglesias adventistas por el coro de camara,,,,,,,,,2016
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Concierto de navidad participacion del semillero de campanas, coro universitario y coro de cámara","Concierto de navidad participacion del semillero de campanas, coro universitario y coro de cámara",concierto de navidad participacion del semillero de campanas coro universitario y coro de camara,,,,,,,,,2016
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Concierto canciones alrededor del mundo por el coro universitario, coro de cámara y coro de campanas","Concierto canciones alrededor del mundo por el coro universitario, coro de cámara y coro de campanas",concierto canciones alrededor del mundo por el coro universitario coro de camara y coro de campanas,,,,,,,,,2016
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Concierto Canciones Folclóricas alrededor del Mundo por el Coro de Cámara en la Iglesia Santa María de Mazzarello-Día de Madres,Concierto Canciones Folclóricas alrededor del Mundo por el Coro de Cámara en la Iglesia Santa María de Mazzarello-Día de Madres,concierto canciones folcloricas alrededor del mundo por el coro de camara en la iglesia santa maria de mazzarello-dia de madres,,,,,,,,,2016
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Concierto Misa aniversario por la Coral del Hospital San vicente Fundación en el Hospital,Concierto Misa aniversario por la Coral del Hospital San vicente Fundación en el Hospital,concierto misa aniversario por la coral del hospital san vicente fundacion en el hospital,,,,,,,,,2016
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Concierto Oratorio de Elías de Mendelssohn por el Coro Universitario en la Iglesia UNAC,Concierto Oratorio de Elías de Mendelssohn por el Coro Universitario en la Iglesia UNAC,concierto oratorio de elias de mendelssohn por el coro universitario en la iglesia unac,,,,,,,,,2016
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,I Festival de Coros Metropolitanos UNAC,I Festival de Coros Metropolitanos UNAC,i festival de coros metropolitanos unac,,,,,,,,,2015
1,Eventos Artísticos,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"QUINTA JORNADA PEDAGÓGICA CON ÉNFASIS RECREATIVO, CREATIVO, LÚDICO Y SOCIAL","QUINTA JORNADA PEDAGÓGICA CON ÉNFASIS RECREATIVO, CREATIVO, LÚDICO Y SOCIAL",quinta jornada pedagogica con enfasis recreativo creativo ludico y social,,,,,,,,,2014
1,Informes finales de investigación,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Talleres de lógica matemática y programación en Scratch, hacia una educación por competencias, con docentes y estudiantes de décimo y once de Colegios Adventistas de Colombia","Talleres de lógica matemática y programación en Scratch, hacia una educación por competencias, con docentes y estudiantes de décimo y once de Colegios Adventistas de Colombia",talleres de logica matematica y programacion en scratch hacia una educacion por competencias con docentes y estudiantes de decimo y once de colegios adventistas de colombia,JENNIFER LISSETHE ARIAS MUNOZ,,,,,,,,2019
1,Informes finales de investigación,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Mecanismos, Políticas y :strategias de Gestión para la Apropiación Implementación y Operacionalización de la Propuesta Pedagógica de la UNAC","Mecanismos, Políticas y :strategias de Gestión para la Apropiación Implementación y Operacionalización de la Propuesta Pedagógica de la UNAC",mecanismos politicas y strategias de gestion para la apropiacion implementacion y operacionalizacion de la propuesta pedagogica de la unac,JENNY MERCEDES AGUIRRE VALLEJO,,,,,,,,2018
1,Informes finales de investigación,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Caracterización de las prácticas docentes y prácticas de aprendizaje con relación a la Propuesta Pedagógica de la UNAC,Caracterización de las prácticas docentes y prácticas de aprendizaje con relación a la Propuesta Pedagógica de la UNAC,caracterizacion de las practicas docentes y practicas de aprendizaje con relacion a la propuesta pedagogica de la unac,JENNY MERCEDES AGUIRRE VALLEJO,LUZ DORIS CHAPARRO SALAZAR,,,,,,,2017
1,Informes finales de investigación,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Plan de accion sobre los mecanismos , estrategias y politicas sobre la propuesta pedagogica Hacia una pedagogia comprensiva-restauradora","Plan de accion sobre los mecanismos , estrategias y politicas sobre la propuesta pedagogica Hacia una pedagogia comprensiva-restauradora",plan de accion sobre los mecanismos  estrategias y politicas sobre la propuesta pedagogica hacia una pedagogia comprensiva-restauradora,LUZ DORIS CHAPARRO SALAZAR,,,,,,,,2017
1,Informes finales de investigación,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,REVISIÓN TEÓRICA SOBRE LAS DIFICULTADES EN EL APRENDIZAJE DE LAS MATEMÁTICAS,REVISIÓN TEÓRICA SOBRE LAS DIFICULTADES EN EL APRENDIZAJE DE LAS MATEMÁTICAS,revision teorica sobre las dificultades en el aprendizaje de las matematicas,JENNIFER LISSETHE ARIAS MUNOZ,,,,,,,,2015
1,contenido impreso,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Legalidad estatal e historia del trabajo formativo en el Instituto Colombo-Venezolano y la Corporación Universitaria Adventista 1937-2010,Legalidad estatal e historia del trabajo formativo en el Instituto Colombo-Venezolano y la Corporación Universitaria Adventista 1937-2010,legalidad estatal e historia del trabajo formativo en el instituto colombo-venezolano y la corporacion universitaria adventista 1937-2010,ENOC IGLESIAS ORTEGA,,,,,,,,1937
1,contenido impreso,Divulgación Pública de la Ciencia,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Mis derechos también cuentan,Mis derechos también cuentan,mis derechos tambien cuentan,JENIFFER XIMENA VEGA FAJARDO,,,,,,,,2017
